price,baths,beds,dogs_allowed,comes_furnished,type,sqfeet,parking_options,laundry_options,state,lat,long,id
850,1,1,1,0,apartment,733,off-street parking,w/d hookups,al,30.3131,'-87.6986,7025170110
1037,1,1,1,0,apartment,725,carport,w/d in unit,ut,41.1221,'-112.017,7025170275
790,1,1,1,0,apartment,648,off-street parking,w/d hookups,al,30.3131,'-87.6986,7025172525
1800,1,1,1,0,apartment,627,carport,laundry on site,ca,37.7383,'-121.435,7025173178
840,1,1,1,0,apartment,733,off-street parking,w/d hookups,al,30.3131,'-87.6986,7025173979
990,1,1,1,0,apartment,583,off-street parking,laundry on site,tx,31.9721,'-102.137,7025175732
1245,1,1,1,0,apartment,747,attached garage,w/d in unit,wi,42.5825,'-87.8162,7025176195
1500,1,1,1,1,apartment,925,off-street parking,laundry in bldg,co,40.1649,'-104.978,7025176951
660,1,1,1,0,apartment,620,off-street parking,laundry in bldg,sd,43.5374,'-96.6864,7025176978
1035,1,1,1,0,apartment,680,off-street parking,w/d in unit,pa,40.3139,'-75.9909,7025177640
1070,1,1,1,0,apartment,780,carport,w/d in unit,id,43.6264,'-116.393,7025178086
700,1,1,1,0,apartment,650,off-street parking,laundry on site,tx,33.9519,'-98.5145,7025178240
679,1,1,1,0,apartment,660,off-street parking,laundry on site,ky,36.9914,'-86.4232,7025179017
799,1,1,1,0,apartment,750,off-street parking,w/d hookups,ne,40.8643,'-96.6785,7025180364
840,1,1,1,0,apartment,733,off-street parking,w/d hookups,al,30.3131,'-87.6986,7025181016
2200,1,1,1,1,apartment,1010,off-street parking,w/d in unit,wa,46.3257,'-119.307,7025182177
840,1,1,1,0,apartment,733,off-street parking,w/d hookups,al,30.3131,'-87.6986,7025183012
665,1,1,1,0,apartment,627,off-street parking,laundry on site,tx,32.419,'-99.7854,7025183756
765,1,1,1,0,apartment,560,carport,laundry in bldg,wa,46.2196,'-119.184,7025184295
1165,1,1,1,0,apartment,755,off-street parking,laundry on site,tx,32.0351,'-102.134,7025184746
675,1,1,1,0,apartment,650,off-street parking,laundry on site,tx,33.9519,'-98.5145,7025185350
765,1,1,1,0,apartment,560,carport,laundry in bldg,wa,46.2196,'-119.184,7025186192
680,1,1,1,0,apartment,510,carport,w/d hookups,tx,32.396,'-99.765,7025186421
790,1,1,1,0,apartment,648,off-street parking,w/d hookups,al,30.3131,'-87.6986,7025188405
580,1,1,1,0,apartment,693,off-street parking,laundry on site,ms,32.4137,'-88.673,7025189268
914,1,1,1,0,apartment,888,off-street parking,w/d in unit,ne,40.7371,'-96.5957,7025189990
925,1,1,1,0,apartment,470,off-street parking,laundry on site,ak,61.1535,'-149.829,7025191083
925,1,1,1,0,apartment,470,off-street parking,laundry on site,ak,61.1535,'-149.829,7025191555
550,1,1,1,0,apartment,700,off-street parking,laundry in bldg,il,41.4913,'-90.5648,7025191659
76306,1,1,1,0,apartment,650,off-street parking,laundry on site,tx,33.9519,'-98.5145,7025191936
820,1,1,1,0,apartment,470,off-street parking,laundry on site,ak,61.1535,'-149.829,7025191996
790,1,1,1,0,apartment,648,off-street parking,w/d hookups,al,30.3131,'-87.6986,7025192177
564,1,1,1,0,apartment,730,off-street parking,laundry on site,pa,41.8342,'-79.1219,7025192283
550,1,1,1,0,apartment,700,off-street parking,laundry in bldg,il,41.4913,'-90.5648,7025193847
714,1,1,1,0,apartment,552,off-street parking,w/d hookups,al,33.1558,'-87.5062,7025193970
790,1,1,1,0,apartment,648,off-street parking,w/d hookups,al,30.3131,'-87.6986,7025194571
637,1,1,1,1,apartment,640,off-street parking,laundry on site,nc,35.0742,'-78.965,7025195077
700,1,1,1,0,apartment,650,off-street parking,laundry on site,tx,33.9519,'-98.5145,7025195387
2200,1,1,1,1,duplex,1010,off-street parking,w/d in unit,wa,46.2109,'-119.168,7025195406
780,1,1,1,0,apartment,634,off-street parking,laundry on site,ga,31.9838,'-81.1338,7025196340
830,1,1,1,0,apartment,889,off-street parking,w/d hookups,ne,40.75,'-96.6644,7025198652
745,1,1,1,0,apartment,734,off-street parking,w/d hookups,ok,33.6521,'-96.6272,7025198939
840,1,1,1,0,apartment,695,off-street parking,w/d in unit,nc,34.2665,'-77.8307,7025199887
560,1,1,1,0,apartment,700,off-street parking,laundry on site,ok,34.6234,'-98.4618,7025201275
1200,1,1,1,0,apartment,500,detached garage,no laundry on site,or,44.3045,'-120.834,7025203716
645,1,1,1,0,apartment,640,off-street parking,w/d hookups,ok,33.6704,'-96.5991,7025204161
690,1,1,1,0,apartment,720,detached garage,w/d in unit,sd,43.5179,'-96.7924,7025205264
1200,1,1,1,0,apartment,500,detached garage,no laundry on site,or,44.0928,'-121.294,7025205526
968,1,1,1,0,apartment,761,off-street parking,w/d hookups,sc,33.7377,'-78.9787,7025206279
1590,1,1,1,0,apartment,867,off-street parking,w/d in unit,or,44.0223,'-121.299,7025206968
594,1,1,1,0,apartment,594,off-street parking,laundry in bldg,mi,41.8277,'-86.376,7025208750
859,1,1,1,0,apartment,600,carport,laundry on site,mi,42.8135,'-86.1426,7025211084
550,1,1,1,0,apartment,700,off-street parking,laundry in bldg,il,41.4913,'-90.5648,7025211097
780,1,1,1,0,apartment,700,off-street parking,laundry on site,fl,28.0357,'-80.6146,7025212624
1950,1,1,1,1,apartment,750,off-street parking,w/d in unit,ca,34.7034,'-120.471,7025212628
690,1,1,1,0,apartment,720,detached garage,w/d in unit,sd,43.5179,'-96.7924,7025214015
1599,1,1,1,0,apartment,777,attached garage,w/d in unit,md,39.4308,'-77.4023,7025215613
840,1,1,1,0,apartment,733,off-street parking,w/d hookups,al,30.3131,'-87.6986,7025216665
960,1,1,1,0,apartment,760,carport,laundry on site,ca,35.3591,'-119.063,7025218873
715,1,1,1,0,apartment,700,street parking,w/d hookups,nc,35.0593,'-78.9576,7025220360
892,1,1,1,0,apartment,893,off-street parking,w/d in unit,ne,40.7371,'-96.5957,7025220894
1575,1,1,1,0,apartment,925,street parking,w/d in unit,md,39.3647,'-77.4636,7025222123
695,1,1,1,0,apartment,770,off-street parking,w/d hookups,nc,35.1294,'-78.8982,7025223386
887,1,1,1,0,apartment,811,off-street parking,w/d in unit,ne,40.7371,'-96.5957,7025224454
1095,1,1,1,0,apartment,900,carport,laundry on site,ca,35.3591,'-119.063,7025224587
690,1,1,1,0,apartment,720,detached garage,w/d in unit,sd,43.5179,'-96.7924,7025226613
695,1,1,1,0,apartment,650,off-street parking,w/d in unit,mo,37.1943,'-93.2961,7025228461
1215,1,1,1,0,apartment,728,off-street parking,w/d hookups,or,44.6453,'-123.044,7025228665
974,1,1,1,0,apartment,693,carport,w/d in unit,ut,40.5046,'-111.881,7025228906
680,1,1,1,0,apartment,510,carport,w/d hookups,tx,32.396,'-99.765,7025229318
700,1,1,1,0,apartment,400,off-street parking,laundry on site,wi,42.7515,'-87.8118,7025229452
839,1,1,1,0,apartment,570,off-street parking,laundry in bldg,mi,42.2447,'-83.6748,7025230494
429,1,1,1,0,apartment,676,off-street parking,w/d hookups,in,40.4563,'-85.363,7025232340
875,1,1,1,0,apartment,850,off-street parking,w/d hookups,mi,42.5834,'-83.8741,7025234364
695,1,1,1,0,apartment,671,off-street parking,w/d hookups,mo,37.16,'-93.2805,7025237207
1519,1,1,1,0,apartment,759,attached garage,w/d in unit,tx,31.9235,'-102.292,7025237992
799,1,1,1,1,apartment,300,off-street parking,laundry on site,tx,35.1898,'-101.934,7025240987
820,1,1,1,0,apartment,700,off-street parking,laundry on site,oh,41.9953,'-83.9555,7025242233
1025,1,1,1,0,apartment,755,off-street parking,w/d hookups,fl,30.4129,'-87.3092,7025243505
910,1,1,1,0,apartment,915,carport,laundry on site,az,35.1715,'-114.539,7025244735
1099,1,1,1,0,apartment,800,off-street parking,laundry on site,tx,31.8703,'-102.347,7025244856
695,1,1,1,0,apartment,700,off-street parking,w/d in unit,nc,35.5866,'-77.3485,7025244857
829,1,1,1,0,apartment,500,street parking,laundry on site,fl,29.6256,'-82.3564,7025246828
700,1,1,1,0,apartment,854,detached garage,w/d in unit,sd,43.5179,'-96.7924,7025247848
1550,1,1,1,0,apartment,687,off-street parking,laundry on site,ca,33.821,'-116.543,7025250650
1643,1,1,1,0,apartment,948,off-street parking,w/d in unit,md,39.0991,'-76.7182,7025253839
2350,1,1,1,0,apartment,797,attached garage,w/d in unit,ny,40.8503,'-73.9745,7025253854
950,1,1,1,0,apartment,768,off-street parking,w/d in unit,al,34.7167,'-86.4687,7025254203
715,1,1,1,0,apartment,700,street parking,w/d hookups,nc,35.0593,'-78.9576,7025254836
744,1,1,1,0,apartment,537,off-street parking,w/d in unit,in,41.0719,'-85.2352,7025255059
712,1,1,1,0,apartment,642,carport,w/d in unit,az,35.1321,'-114.637,7025255781
997,1,1,1,0,apartment,773,off-street parking,w/d in unit,ne,40.7371,'-96.5957,7025257257
1775,1,1,1,0,apartment,837,no parking,w/d in unit,tx,32.0199,'-102.148,7025258213
575,1,1,1,0,apartment,627,off-street parking,laundry on site,ms,30.349,'-88.5459,7025259161
675,1,1,1,0,apartment,795,off-street parking,laundry on site,fl,30.505,'-87.2228,7025260338
2349,1,1,1,0,apartment,1048,detached garage,w/d in unit,ma,42.4321,'-71.455,7025262459
719,1,1,1,0,apartment,700,carport,w/d hookups,nc,35.5866,'-77.3485,7025264560
699,1,1,1,0,apartment,749,carport,w/d hookups,tx,33.5434,'-101.934,7025265953
1485,1,1,1,0,apartment,710,carport,w/d in unit,ca,33.8426,'-116.543,7025266551
650,1,1,1,0,apartment,710,off-street parking,laundry on site,mn,44.0649,'-92.494,7025266800
763,1,1,1,0,apartment,537,off-street parking,w/d in unit,in,41.0508,'-85.256,7025266921
1719,1,1,1,0,apartment,839,attached garage,w/d in unit,tx,32.0362,'-102.08,7025267509
585,1,1,1,0,apartment,550,off-street parking,laundry in bldg,al,34.678,'-86.5813,7025269845
765,1,1,1,0,apartment,795,carport,w/d hookups,nc,35.5866,'-77.3485,7025270778
1134,1,1,1,0,apartment,917,attached garage,w/d in unit,mn,44.0032,'-92.4835,7025272697
1080,1,1,1,0,apartment,965,detached garage,w/d in unit,sc,34.1231,'-79.6893,7025274764
910,1,1,1,0,apartment,632,off-street parking,w/d hookups,tx,32.299,'-95.2322,7025274874
559,1,1,1,0,apartment,759,off-street parking,laundry on site,ga,30.7539,'-83.3321,7025275087
1025,1,1,1,0,apartment,726,off-street parking,laundry in bldg,tx,31.8682,'-102.394,7025275741
1134,1,1,1,0,apartment,917,attached garage,w/d in unit,mn,44.0032,'-92.4835,7025276544
875,1,1,1,0,apartment,850,off-street parking,w/d hookups,mi,42.5834,'-83.8741,7025276567
1430,1,1,1,0,apartment,697,attached garage,w/d in unit,co,40.5406,'-105.07,7025277263
1340,1,1,1,1,apartment,816,off-street parking,w/d in unit,fl,30.1904,'-85.7904,7025277346
1251,1,1,1,0,apartment,820,attached garage,w/d in unit,or,44.0682,'-123.082,7025277779
1134,1,1,1,0,apartment,848,attached garage,w/d in unit,mn,44.0032,'-92.4835,7025278487
599,1,1,1,0,apartment,600,off-street parking,laundry in bldg,mi,43.5904,'-83.8479,7025278958
725,1,1,1,0,apartment,674,street parking,laundry on site,ga,33.9439,'-83.4232,7025281093
1085,1,1,1,0,apartment,641,off-street parking,laundry on site,ga,32.4348,'-84.9971,7025282041
895,1,1,1,0,apartment,670,attached garage,w/d in unit,tx,28.809,'-96.9993,7025282406
825,1,1,1,0,apartment,621,off-street parking,laundry in bldg,ny,42.7499,'-73.6773,7025282659
870,1,1,1,0,apartment,580,off-street parking,laundry on site,fl,29.6503,'-82.3569,7025282729
870,1,1,1,0,apartment,580,off-street parking,laundry on site,fl,29.6503,'-82.3569,7025282962
725,1,1,1,0,apartment,674,off-street parking,laundry on site,ga,33.9439,'-83.4232,7025282982
725,1,1,1,0,apartment,674,off-street parking,laundry on site,ga,33.9439,'-83.4232,7025284917
1125,1,1,1,0,apartment,887,off-street parking,w/d hookups,ut,37.0831,'-113.558,7025286777
1405,1,1,1,0,apartment,405,attached garage,laundry in bldg,wi,43.0769,'-89.3814,7025286883
650,1,1,1,0,apartment,840,off-street parking,laundry in bldg,sd,43.5151,'-96.7951,7025287121
599,1,1,1,0,apartment,752,off-street parking,laundry on site,ms,30.3629,'-88.5307,7025287268
2219,1,1,1,0,apartment,943,detached garage,laundry on site,ny,40.6682,'-73.4588,7025290726
913,1,1,1,0,apartment,532,street parking,w/d in unit,fl,26.6056,'-81.8657,7025290859
1450,1,1,1,0,apartment,600,attached garage,laundry in bldg,wi,43.0769,'-89.3814,7025292426
929,1,1,1,0,apartment,636,no parking,w/d in unit,nc,34.1572,'-77.9141,7025293864
1500,1,1,1,0,apartment,715,street parking,w/d in unit,nj,39.9485,'-75.1293,7025293898
720,1,1,1,0,apartment,670,off-street parking,laundry on site,tx,32.432,'-99.7724,7025295698
619,1,1,1,0,apartment,630,off-street parking,laundry on site,oh,41.5928,'-83.6453,7025298686
829,1,1,1,0,apartment,570,off-street parking,laundry in bldg,mi,42.2447,'-83.6748,7025299194
1265,1,1,1,0,apartment,644,carport,w/d hookups,ca,38.1075,'-121.276,7025300038
1325,1,1,1,0,apartment,600,attached garage,laundry in bldg,wi,43.0769,'-89.3814,7025300858
965,1,1,1,0,apartment,690,attached garage,w/d in unit,ne,40.7379,'-96.6653,7025301250
892,1,1,1,0,apartment,893,off-street parking,w/d in unit,ne,40.7371,'-96.5957,7025301810
1569,1,1,1,0,apartment,839,attached garage,w/d in unit,tx,32.036,'-102.08,7025301962
1277,1,1,1,0,apartment,735,carport,w/d in unit,tx,31.9076,'-102.283,7025302754
560,1,1,1,0,apartment,700,off-street parking,laundry on site,ok,34.6234,'-98.4618,7025304112
1518,1,1,1,0,apartment,684,no parking,w/d in unit,tx,32.0199,'-102.148,7025305223
3165,1,1,1,0,apartment,700,off-street parking,w/d in unit,ca,34.4296,'-119.861,7025305589
1660,1,1,1,0,apartment,838,detached garage,w/d in unit,md,39.0762,'-76.6996,7025307034
855,1,1,1,0,apartment,792,off-street parking,w/d hookups,al,34.6924,'-86.7225,7025307063
1450,1,1,1,0,apartment,650,attached garage,laundry in bldg,wi,43.0769,'-89.3814,7025307261
1275,1,1,1,0,apartment,821,attached garage,w/d in unit,ia,42.4891,'-96.3978,7025307880
1540,1,1,1,0,apartment,722,detached garage,w/d in unit,md,39.0762,'-76.6996,7025307984
934,1,1,1,0,apartment,724,attached garage,w/d in unit,ne,40.7423,'-96.6008,7025310049
615,1,1,1,0,apartment,600,off-street parking,laundry on site,id,46.7309,'-116.99,7025310121
560,1,1,1,0,apartment,700,off-street parking,laundry on site,ok,34.6234,'-98.4618,7025311422
525,1,1,1,0,apartment,770,off-street parking,laundry on site,ga,32.4348,'-84.9971,7025312007
545,1,1,1,0,apartment,643,off-street parking,laundry on site,mo,37.1654,'-93.2522,7025312538
1288,1,1,1,0,apartment,734,street parking,w/d in unit,wa,46.2357,'-119.211,7025312911
1082,1,1,1,0,apartment,450,street parking,w/d in unit,va,38.2448,'-77.5157,7025314812
1770,1,1,1,0,apartment,865,off-street parking,w/d in unit,ny,41.5404,'-73.8979,7025315828
650,1,1,1,0,apartment,637,off-street parking,laundry on site,al,30.6723,'-88.1083,7025315879
1025,1,1,1,0,apartment,724,off-street parking,w/d hookups,nc,34.268,'-78.0578,7025318643
545,1,1,1,0,apartment,643,off-street parking,laundry on site,mo,37.1654,'-93.2522,7025318973
1375,1,1,1,0,apartment,650,attached garage,laundry in bldg,wi,43.0769,'-89.3814,7025319473
1800,1,1,1,0,apartment,873,off-street parking,w/d in unit,ma,42.059,'-71.1123,7025320425
1510,1,1,1,0,apartment,615,off-street parking,w/d in unit,ma,42.2811,'-71.6908,7025323661
530,1,1,1,0,loft,667,off-street parking,w/d in unit,la,32.5022,'-92.1171,7025324038
990,1,1,1,0,apartment,583,off-street parking,laundry on site,tx,31.9721,'-102.137,7025325261
715,1,1,1,0,apartment,754,off-street parking,laundry in bldg,nd,47.9271,'-97.0851,7025325411
769,1,1,1,0,apartment,725,carport,laundry in bldg,mi,,,7025327618
1110,1,1,1,0,apartment,728,off-street parking,w/d in unit,or,44.6094,'-123.09,7025328232
1345,1,1,1,0,apartment,450,attached garage,laundry in bldg,wi,43.0769,'-89.3814,7025329576
980,1,1,1,0,apartment,768,off-street parking,w/d in unit,al,34.7167,'-86.4687,7025330573
535,1,1,1,0,apartment,525,off-street parking,laundry in bldg,sd,43.5564,'-96.73,7025330994
535,1,1,1,0,apartment,525,off-street parking,laundry in bldg,sd,43.5564,'-96.73,7025331210
1499,1,1,1,0,apartment,697,off-street parking,w/d in unit,az,35.1806,'-111.67,7025331320
795,1,1,1,0,apartment,656,carport,laundry on site,tx,33.8712,'-98.5127,7025332305
829,1,1,1,0,apartment,500,street parking,laundry on site,fl,29.6256,'-82.3564,7025335064
1105,1,1,1,1,apartment,900,detached garage,w/d in unit,tn,35.066,'-85.0879,7025335177
720,1,1,1,0,apartment,670,off-street parking,laundry on site,tx,32.432,'-99.7724,7025335655
1199,1,1,1,0,apartment,746,carport,w/d in unit,ut,40.3668,'-111.785,7025336847
975,1,1,1,0,apartment,750,off-street parking,laundry on site,fl,30.4873,'-87.1872,7025337400
631,1,1,1,0,apartment,650,off-street parking,w/d in unit,il,40.1214,'-88.2412,7025338678
699,1,1,1,0,apartment,749,carport,w/d hookups,tx,33.5434,'-101.934,7025340283
720,1,1,1,0,apartment,769,carport,w/d hookups,tx,33.5434,'-101.934,7025341883
1825,1,1,1,0,apartment,525,carport,laundry on site,ca,36.6142,'-121.904,7025342970
3000,1,1,1,0,apartment,646,attached garage,w/d in unit,ca,34.4403,'-119.75,7025343034
1755,1,1,1,0,apartment,812,carport,laundry on site,ca,36.6677,'-121.66,7025345651
765,1,1,1,0,apartment,560,carport,laundry in bldg,wa,46.2196,'-119.184,7025345759
1330,1,1,1,0,apartment,608,carport,laundry on site,ca,36.3008,'-119.344,7025345871
765,1,1,1,0,apartment,560,carport,laundry in bldg,wa,46.2196,'-119.184,7025347281
1650,1,1,1,0,apartment,751,off-street parking,w/d in unit,co,40.0777,'-105.192,7025348334
1120,1,1,1,0,apartment,745,carport,laundry on site,ca,33.7089,'-116.234,7025349176
580,1,1,1,0,apartment,693,off-street parking,laundry on site,ms,32.4137,'-88.673,7025349612
806,1,1,1,0,apartment,582,off-street parking,laundry on site,ut,41.0604,'-111.945,7025350032
575,1,1,1,0,apartment,627,off-street parking,laundry on site,ms,30.349,'-88.5459,7025359457
744,1,1,1,0,apartment,786,off-street parking,laundry in bldg,ne,40.8177,'-96.7424,7025360251
667,1,1,1,0,apartment,645,off-street parking,laundry on site,tn,36.522,'-87.349,7025360830
1050,1,1,1,0,apartment,800,off-street parking,laundry on site,tx,31.8703,'-102.347,7025361751
2040,1,1,1,0,apartment,747,detached garage,w/d in unit,tx,31.9896,'-102.063,7025365848
997,1,1,1,0,apartment,773,off-street parking,w/d in unit,ne,40.7371,'-96.5957,7025366428
990,1,1,1,0,apartment,583,off-street parking,laundry on site,tx,31.9721,'-102.137,7025366577
1350,1,1,1,1,apartment,425,off-street parking,w/d in unit,or,42.3078,'-122.971,7025367502
957,1,1,1,0,apartment,648,attached garage,w/d hookups,tx,31.5051,'-97.2311,7025367822
600,1,1,1,0,apartment,700,off-street parking,laundry in bldg,il,39.8224,'-88.9114,7025368680
1532,1,1,1,0,apartment,786,carport,w/d in unit,ca,37.6717,'-120.948,7025369374
600,1,1,1,0,apartment,700,off-street parking,laundry in bldg,il,39.8224,'-88.9114,7025369605
1450,1,1,1,1,apartment,800,off-street parking,laundry in bldg,or,42.311,'-122.973,7025371381
1432,1,1,1,0,apartment,786,carport,w/d in unit,ca,37.6717,'-120.948,7025371424
1385,1,1,1,0,apartment,710,carport,w/d in unit,ca,33.8426,'-116.543,7025373706
1000,1,1,1,0,apartment,773,off-street parking,w/d in unit,il,41.5509,'-90.4942,7025375718
1030,1,1,1,0,apartment,720,off-street parking,laundry on site,tx,32.0395,'-102.107,7025377850
925,1,1,1,0,apartment,724,off-street parking,laundry on site,tx,30.14,'-94.1604,7025379637
889,1,1,1,0,apartment,605,off-street parking,w/d hookups,ut,40.9889,'-111.894,7025380976
995,1,1,1,0,apartment,772,carport,w/d in unit,ut,41.1724,'-112.038,7025380990
1340,1,1,1,0,apartment,755,carport,w/d in unit,ca,33.7344,'-116.301,7025381660
995,1,1,1,0,apartment,772,carport,w/d in unit,ut,41.1724,'-112.038,7025383080
2715,1,1,1,0,apartment,720,carport,w/d in unit,ca,34.432,'-119.872,7025384747
2144,1,1,1,0,apartment,601,off-street parking,laundry on site,ca,37.9264,'-122.054,7025386768
620,1,1,1,0,apartment,471,carport,laundry in bldg,az,31.5365,'-110.267,7025392571
1432,1,1,1,0,apartment,786,carport,w/d in unit,wa,47.1919,'-122.272,7025394058
1302,1,1,1,0,apartment,620,carport,laundry on site,az,35.2019,'-111.633,7025394219
1357,1,1,1,0,apartment,722,carport,w/d in unit,ca,36.3333,'-119.679,7025394502
675,1,1,1,0,apartment,475,carport,laundry on site,az,32.7015,'-114.642,7025396209
1265,1,1,1,0,apartment,644,carport,w/d hookups,ca,38.1075,'-121.276,7025396273
1432,1,1,1,0,apartment,976,carport,w/d in unit,wa,47.1919,'-122.272,7025398921
1825,1,1,1,0,apartment,750,carport,w/d in unit,ca,36.6855,'-121.655,7025405082
975,1,1,1,0,apartment,823,carport,w/d in unit,or,44.4739,'-122.988,7025406555
1250,1,1,1,0,apartment,755,carport,w/d in unit,az,35.3876,'-111.385,7025410835
1432,1,1,1,0,apartment,786,carport,w/d in unit,wa,47.1919,'-122.272,7025416273
1250,1,1,1,0,cottage/cabin,1000,off-street parking,laundry in bldg,ca,39.0701,'-121.027,7025425015
905,1,1,1,0,apartment,580,off-street parking,w/d in unit,ak,61.1736,'-149.929,7025445043
799,1,1,1,1,apartment,300,off-street parking,laundry on site,tx,35.1898,'-101.934,7025460332
549,1,1,1,0,apartment,650,off-street parking,laundry on site,ms,30.3879,'-89.0694,7025537798
325,1,1,1,0,apartment,1005,off-street parking,laundry on site,fl,29.2219,'-81.0095,7025546529
625,1,1,1,0,apartment,600,off-street parking,laundry in bldg,il,40.4783,'-88.9893,7025566451
550,1,1,1,0,apartment,690,off-street parking,laundry on site,tx,26.2059,'-97.6738,7025574677
925,1,1,1,0,apartment,553,off-street parking,laundry in bldg,nd,47.8911,'-97.062,7025588666
540,1,1,1,0,apartment,522,off-street parking,laundry in bldg,nd,47.8971,'-97.0511,7025589524
799,1,1,1,1,apartment,300,off-street parking,laundry on site,tx,35.1898,'-101.934,7025593583
1035,1,1,1,0,apartment,615,off-street parking,w/d in unit,sc,33.6994,'-78.9137,7025605403
750,1,1,1,0,apartment,710,carport,w/d in unit,in,41.6955,'-86.1888,7025618103
535,1,1,1,0,apartment,525,off-street parking,laundry in bldg,sd,43.5564,'-96.73,7025620976
535,1,1,1,0,apartment,525,off-street parking,laundry in bldg,sd,43.5564,'-96.73,7025621356
535,1,1,1,0,apartment,525,off-street parking,laundry in bldg,sd,43.5564,'-96.73,7025621667
1671,1,1,1,0,apartment,832,attached garage,w/d in unit,md,39.431,'-77.402,7025623516
1035,1,1,1,0,apartment,762,attached garage,w/d in unit,nc,34.2237,'-77.8862,7025626757
1510,1,1,1,0,apartment,736,off-street parking,w/d in unit,md,39.172,'-76.5675,7025626924
1022,1,1,1,0,apartment,910,street parking,w/d in unit,fl,30.4771,'-84.2246,7025630357
1525,1,1,1,0,apartment,1201,off-street parking,w/d in unit,ri,41.9984,'-71.5763,7025632079
1121,1,1,1,0,apartment,613,detached garage,w/d in unit,fl,28.0673,'-80.678,7025633363
885,1,1,1,0,apartment,744,off-street parking,w/d in unit,nc,34.2673,'-77.8314,7025636432
584,1,1,1,0,apartment,621,off-street parking,laundry on site,il,37.72,'-89.2158,7025637582
1405,1,1,1,0,apartment,661,street parking,w/d in unit,nj,39.9485,'-75.1293,7025638753
699,1,1,1,0,apartment,600,off-street parking,w/d hookups,ky,38.0131,'-84.5735,7025639537
868,1,1,1,0,apartment,850,detached garage,laundry on site,sc,34.5323,'-82.6348,7025639880
855,1,1,1,0,apartment,792,off-street parking,w/d hookups,al,34.6924,'-86.7225,7025641568
560,1,1,1,0,apartment,700,off-street parking,laundry on site,ok,34.5607,'-98.2881,7025644309
745,1,1,1,0,apartment,700,off-street parking,laundry in bldg,mn,44.0472,'-92.4925,7025651894
1149,1,1,1,0,apartment,633,off-street parking,laundry in bldg,nh,42.9998,'-71.4201,7025652547
1555,1,1,1,0,apartment,921,attached garage,w/d in unit,fl,29.6768,'-82.4417,7025653694
635,1,1,1,0,apartment,506,off-street parking,laundry in bldg,mi,42.2404,'-85.5357,7025653784
946,1,1,1,0,apartment,674,street parking,w/d in unit,va,38.3569,'-77.511,7025653838
690,1,1,1,0,apartment,506,off-street parking,laundry in bldg,mi,42.2392,'-85.5356,7025655663
781,1,1,1,0,apartment,642,carport,w/d in unit,az,35.1559,'-114.614,7025658124
2169,1,1,1,0,apartment,791,detached garage,w/d in unit,ma,42.4321,'-71.455,7025658611
1285,1,1,1,0,apartment,770,carport,w/d in unit,fl,29.6954,'-82.4023,7025661088
695,1,1,1,0,apartment,671,off-street parking,w/d hookups,mo,37.16,'-93.2805,7025661279
1084,1,1,1,0,apartment,953,attached garage,w/d in unit,ne,40.7423,'-96.6008,7025662978
839,1,1,1,0,apartment,600,carport,laundry on site,tx,29.8754,'-97.9404,7025664271
1149,1,1,1,0,apartment,633,off-street parking,laundry in bldg,nh,42.9998,'-71.4201,7025669943
520,1,1,1,1,apartment,550,off-street parking,w/d in unit,ar,36.1703,'-94.1479,7025670573
700,1,1,1,0,apartment,670,off-street parking,laundry in bldg,oh,41.1108,'-81.4745,7025671782
695,1,1,1,0,apartment,662,carport,laundry on site,tx,33.8894,'-98.5119,7025672592
950,1,1,1,0,apartment,768,off-street parking,w/d in unit,al,34.7167,'-86.4687,7025673526
695,1,1,1,0,apartment,662,carport,laundry on site,tx,33.8894,'-98.5119,7025674530
650,1,1,1,0,apartment,710,off-street parking,laundry on site,mn,44.0649,'-92.494,7025674969
749,1,1,1,0,apartment,629,carport,w/d hookups,tx,35.1927,'-101.927,7025675963
975,1,1,1,0,apartment,852,carport,w/d in unit,or,44.4739,'-122.988,7025676105
1432,1,1,1,0,apartment,786,carport,w/d in unit,wa,47.1919,'-122.272,7025678863
990,1,1,1,0,apartment,583,off-street parking,laundry on site,tx,31.9721,'-102.137,7025680895
637,1,1,1,0,apartment,640,no parking,laundry on site,nc,35.0257,'-78.9705,7025681342
1340,1,1,1,1,apartment,816,off-street parking,w/d in unit,fl,30.1904,'-85.7904,7025682549
1450,1,1,1,0,apartment,596,off-street parking,w/d in unit,az,35.1806,'-111.67,7025683745
925,1,1,1,0,apartment,724,off-street parking,laundry on site,tx,30.14,'-94.1604,7025684256
934,1,1,1,0,apartment,751,attached garage,w/d in unit,tx,28.8104,'-96.9742,7025685388
695,1,1,1,0,apartment,725,off-street parking,laundry in bldg,ia,41.5893,'-93.759,7025685480
695,1,1,1,0,apartment,700,off-street parking,laundry on site,ks,39.1937,'-96.5747,7025687319
1025,1,1,1,0,apartment,623,off-street parking,laundry on site,tx,32.0091,'-102.139,7025687501
600,1,1,1,0,apartment,680,off-street parking,w/d hookups,mo,37.0641,'-93.2328,7025687777
928,1,1,1,0,apartment,812,off-street parking,w/d hookups,tx,32.299,'-95.2322,7025688079
535,1,1,1,0,apartment,525,off-street parking,laundry in bldg,sd,43.5564,'-96.73,7025688363
535,1,1,1,0,apartment,525,off-street parking,laundry in bldg,sd,43.5564,'-96.73,7025688707
535,1,1,1,0,apartment,525,off-street parking,laundry in bldg,sd,43.5564,'-96.73,7025689089
